Time           Event Type     Request ID     Core ID   Service Time   Remaining Time 
111423         Departure      70             1         159.782        0              
111441         Departure      72             2         159.934        0              
111445         Departure      71             3         159.825        0              
111476         Arrival        110            0         160.267        160.267        
111518         Arrival        109            1         160.34         160.34         
111476         Departure      75             0         160.255        0              
111517         Arrival        116            2         160.644        160.644        
111521         Arrival        107            3         159.817        159.817        
111517         Departure      73             2         161.34         0              
111518         Quantum_done   95             1         162.127        72.1273        
111521         Departure      76             3         161.727        0              
111612         Arrival        111            2         161.675        161.675        
111616         Arrival        113            3         158.408        158.408        
111571         Quantum_done   94             0         162.28         72.2795        
111593         Departure      74             1         159.376        0              
111612         Quantum_done   96             2         161.017        71.0168        
111616         Quantum_done   93             3         159.903        69.9026        
111645         Departure      77             0         159.319        0              
111740         Arrival        120            0         159.215        159.215        
111668         Arrival        117            1         160.426        160.426        
111668         Departure      78             1         160.589        0              
111687         Departure      80             2         160.015        0              
111691         Departure      79             3         159.87         0              
111740         Arrival        124            0         159.865        159.865        
111763         Arrival        114            1         161.096        161.096        
111782         Arrival        115            2         159.635        159.635        
111786         Arrival        119            3         160.127        160.127        
111740         Quantum_done   97             0         158.527        68.5273        
111763         Quantum_done   100            1         158.799        68.7986        
111782         Quantum_done   98             2         160.373        70.3734        
111786         Quantum_done   99             3         160.501        70.5006        
111814         Departure      82             0         159.136        0              
111840         Departure      83             1         161.576        0              
111856         Departure      81             2         158.789        0              
111858         Departure      84             3         156.725        0              
111909         Arrival        122            0         158.782        158.782        
111935         Arrival        126            1         159.922        159.922        
111951         Arrival        118            2         159.987        159.987        
111953         Arrival        127            3         159.176        159.176        
111909         Quantum_done   101            0         158.93         68.93          
111935         Quantum_done   102            1         159.431        69.431         
111951         Quantum_done   108            2         160.027        70.0273        
111953         Quantum_done   104            3         159.431        69.4307        
111985         Departure      85             0         160.484        0              
112008         Departure      86             1         158.087        0              
112026         Departure      87             2         160.14         0              
112026         Departure      88             3         158.534        0              
112080         Arrival        131            0         159.571        159.571        
112103         Arrival        121            1         158.84         158.84         
112121         Arrival        123            2         160.962        160.962        
112121         Arrival        130            3         160.817        160.817        
112080         Quantum_done   103            0         159.408        69.4084        
112103         Quantum_done   106            1         159.901        69.9012        
112121         Quantum_done   112            2         161.462        71.4618        
112121         Quantum_done   105            3         159.603        69.603         
112153         Departure      92             0         158.609        0              
112178         Departure      91             1         159.88         0              
112196         Departure      90             2         159.825        0              
112196         Departure      89             3         159.998        0              
112248         Arrival        128            0         159.911        159.911        
112273         Arrival        134            1         160.492        160.492        
112291         Arrival        125            2         160.258        160.258        
112291         Arrival        135            3         160.105        160.105        
112248         Quantum_done   110            0         160.267        70.2667        
112273         Quantum_done   109            1         160.34         70.3395        
112291         Quantum_done   116            2         160.644        70.6444        
112291         Quantum_done   107            3         159.817        69.8173        
112326         Departure      94             0         162.28         0              
112350         Departure      95             1         162.127        0              
112386         Quantum_done   111            2         161.675        71.675         
112386         Quantum_done   113            3         158.408        68.4078        
112421         Arrival        132            0         159.877        159.877        
112445         Arrival        129            1         159.433        159.433        
112462         Arrival        138            2         157.986        157.986        
112421         Quantum_done   120            0         159.215        69.2151        
112445         Quantum_done   117            1         160.426        70.426         
112461         Departure      93             3         159.903        0              
112462         Departure      96             2         161.017        0              
112556         Arrival        139            3         160.028        160.028        
112516         Quantum_done   124            0         159.865        69.8654        
112540         Quantum_done   114            1         161.096        71.096         
112556         Quantum_done   119            3         160.127        70.1273        
112557         Quantum_done   115            2         159.635        69.6346        
112589         Departure      97             0         158.527        0              
112614         Departure      100            1         158.799        0              
112632         Departure      99             3         160.501        0              
112632         Departure      98             2         160.373        0              
112684         Arrival        136            0         158.211        158.211        
112709         Arrival        133            1         160.193        160.193        
112727         Arrival        144            2         160.007        160.007        
112727         Arrival        143            3         160.163        160.163        
112684         Quantum_done   122            0         158.782        68.7823        
112709         Quantum_done   126            1         159.922        69.9221        
112727         Quantum_done   127            3         159.176        69.1763        
112727         Quantum_done   118            2         159.987        69.9866        
112758         Departure      101            0         158.93         0              
112783         Departure      102            1         159.431        0              
112801         Departure      104            3         159.431        0              
112802         Departure      108            2         160.027        0              
112853         Arrival        137            0         161.75         161.75         
112878         Arrival        140            1         159.913        159.913        
112897         Arrival        147            2         160.106        160.106        
112896         Arrival        148            3         159.385        159.385        
112853         Quantum_done   131            0         159.571        69.571         
112878         Quantum_done   121            1         158.84         68.8403        
112896         Quantum_done   130            3         160.817        70.8169        
112897         Quantum_done   123            2         160.962        70.962         
112928         Departure      103            0         159.408        0              
112953         Departure      106            1         159.901        0              
112971         Departure      105            3         159.603        0              
112974         Departure      112            2         161.462        0              
113023         Arrival        146            0         160.233        160.233        
113048         Arrival        141            1         159.848        159.848        
113069         Arrival        145            2         159.693        159.693        
113066         Arrival        142            3         159.978        159.978        
113023         Quantum_done   128            0         159.911        69.9108        
113048         Quantum_done   134            1         160.492        70.4916        
113066         Quantum_done   135            3         160.105        70.1052        
113069         Quantum_done   125            2         160.258        70.2577        
113098         Departure      110            0         160.267        0              
113123         Departure      109            1         160.34         0              
113141         Departure      107            3         159.817        0              
113144         Departure      116            2         160.644        0              
113193         Arrival        180            0         159.14         159.14         
113218         Arrival        149            1         160.836        160.836        
113221         Arrival        150            2         160.783        160.783        
113214         Arrival        152            3         158.673        158.673        
113193         Quantum_done   132            0         159.877        69.8772        
113214         Departure      113            3         158.408        0              
113218         Quantum_done   129            1         159.433        69.433         
113294         Arrival        162            1         162.035        162.035        
113221         Departure      111            2         161.675        0              
113316         Arrival        178            2         160.05         160.05         
113309         Arrival        158            3         158.889        158.889        
113267         Departure      120            0         159.215        0              
113294         Departure      117            1         160.426        0              
113309         Quantum_done   139            3         160.028        70.0284        
113316         Quantum_done   138            2         157.986        67.9857        
113342         Arrival        157            0         161.124        161.124        
113342         Departure      124            0         159.865        0              
113370         Departure      114            1         161.096        0              
113384         Departure      119            3         160.127        0              
113391         Departure      115            2         159.635        0              
113437         Arrival        168            0         160.128        160.128        
113465         Arrival        177            1         159.707        159.707        
113486         Arrival        161            2         160.735        160.735        
113479         Arrival        175            3         161.893        161.893        
113437         Quantum_done   136            0         158.211        68.2113        
113465         Quantum_done   133            1         160.193        70.1934        
113479         Quantum_done   143            3         160.163        70.1626        
113486         Quantum_done   144            2         160.007        70.0068        
113511         Departure      122            0         158.782        0              
113540         Departure      126            1         159.922        0              
113553         Departure      127            3         159.176        0              
113606         Arrival        179            0         160.593        160.593        
113561         Departure      118            2         159.987        0              
113635         Arrival        172            1         159.467        159.467        
113656         Arrival        169            2         161.074        161.074        
113648         Arrival        163            3         161.076        161.076        
113606         Quantum_done   137            0         161.75         71.7495        
113635         Quantum_done   140            1         159.913        69.9126        
113648         Quantum_done   148            3         159.385        69.3849        
113656         Quantum_done   147            2         160.106        70.1058        
113680         Departure      131            0         159.571        0              
113709         Departure      121            1         158.84         0              
113724         Departure      130            3         160.817        0              
113732         Departure      123            2         160.962        0              
113775         Arrival        160            0         159.614        159.614        
113804         Arrival        164            1         161.359        161.359        
113827         Arrival        154            2         160.08         160.08         
113819         Arrival        153            3         162.011        162.011        
113775         Quantum_done   146            0         160.233        70.2331        
113804         Quantum_done   141            1         159.848        69.8476        
113819         Quantum_done   142            3         159.978        69.9779        
113827         Quantum_done   145            2         159.693        69.6933        
113850         Departure      128            0         159.911        0              
113879         Departure      134            1         160.492        0              
113894         Departure      135            3         160.105        0              
113902         Departure      125            2         160.258        0              
113945         Arrival        173            0         158.842        158.842        
113974         Arrival        167            1         161.099        161.099        
113997         Arrival        165            2         160.636        160.636        
113989         Arrival        151            3         159.415        159.415        
113945         Quantum_done   180            0         159.14         69.1403        
113974         Quantum_done   149            1         160.836        70.8362        
113989         Quantum_done   152            3         158.673        68.6734        
113997         Quantum_done   150            2         160.783        70.7833        
114020         Departure      132            0         159.877        0              
114049         Departure      129            1         159.433        0              
114115         Arrival        156            0         160.731        160.731        
114084         Quantum_done   158            3         158.889        68.8893        
114092         Quantum_done   178            2         160.05         70.05          
114165         Arrival        171            2         159.076        159.076        
114115         Quantum_done   157            0         161.124        71.1243        
114144         Quantum_done   162            1         162.035        72.0354        
114159         Departure      139            3         160.028        0              
114165         Departure      138            2         157.986        0              
114254         Arrival        155            3         161.956        161.956        
114239         Arrival        159            1         160.265        160.265        
114210         Quantum_done   168            0         160.128        70.1278        
114239         Quantum_done   177            1         159.707        69.7073        
114283         Arrival        166            0         160.035        160.035        
114254         Quantum_done   175            3         161.893        71.8927        
114260         Quantum_done   161            2         160.735        70.7347        
114314         Arrival        170            1         161.042        161.042        
114335         Arrival        174            2         158.633        158.633        
114329         Arrival        176            3         157.587        157.587        
114283         Departure      136            0         158.211        0              
114314         Departure      133            1         160.193        0              
114329         Departure      143            3         160.163        0              
114335         Departure      144            2         160.007        0              
114378         Quantum_done   179            0         160.593        70.5934        
114455         Arrival        3              0         160.852        160.852        
114409         Quantum_done   172            1         159.467        69.4673        
114424         Quantum_done   163            3         161.076        71.0759        
114430         Quantum_done   169            2         161.074        71.0735        
114484         Arrival        7              1         161.084        161.084        
114505         Arrival        1              2         160.301        160.301        
114499         Arrival        4              3         159.088        159.088        
114455         Departure      137            0         161.75         0              
114484         Departure      140            1         159.913        0              
114499         Departure      148            3         159.385        0              
114505         Departure      147            2         160.106        0              
114550         Quantum_done   160            0         159.614        69.6139        
114579         Quantum_done   164            1         161.359        71.3592        
114625         Arrival        11             0         162.061        162.061        
114594         Quantum_done   153            3         162.011        72.0109        
114600         Quantum_done   154            2         160.08         70.0798        
114654         Arrival        10             1         160.544        160.544        
114675         Arrival        5              2         159.558        159.558        
114669         Arrival        2              3         158.513        158.513        
114625         Departure      146            0         160.233        0              
114654         Departure      141            1         159.848        0              
114669         Departure      142            3         159.978        0              
114675         Departure      145            2         159.693        0              
114720         Quantum_done   173            0         158.842        68.8417        
114749         Quantum_done   167            1         161.099        71.0985        
114794         Arrival        13             0         160.842        160.842        
114764         Quantum_done   151            3         159.415        69.4147        
114770         Quantum_done   165            2         160.636        70.6365        
114824         Arrival        9              1         159.859        159.859        
114846         Arrival        6              2         159.26         159.26         
114838         Arrival        8              3         162.293        162.293        
114794         Departure      180            0         159.14         0              
114824         Departure      149            1         160.836        0              
114838         Departure      152            3         158.673        0              
114846         Departure      150            2         160.783        0              
114889         Quantum_done   156            0         160.731        70.7307        
114901         Departure      162            1         162.035        0              
114911         Departure      158            3         158.889        0              
114921         Departure      178            2         160.05         0              
114965         Arrival        16             0         159.454        159.454        
114996         Arrival        19             1         161.21         161.21         
114965         Departure      157            0         161.124        0              
114996         Quantum_done   159            1         160.265        70.2655        
115006         Quantum_done   155            3         161.956        71.9565        
115016         Quantum_done   171            2         159.076        69.076         
115083         Arrival        12             3         160.528        160.528        
115041         Departure      168            0         160.128        0              
115091         Arrival        18             2         160.001        160.001        
115071         Departure      177            1         159.707        0              
115083         Departure      175            3         161.893        0              
115091         Departure      161            2         160.735        0              
115136         Quantum_done   166            0         160.035        70.035         
115166         Quantum_done   170            1         161.042        71.0421        
115178         Quantum_done   176            3         157.587        67.5866        
115211         Arrival        31             0         160.903        160.903        
115186         Quantum_done   174            2         158.633        68.633         
115211         Departure      179            0         160.593        0              
115241         Arrival        20             1         158.948        158.948        
115254         Arrival        15             3         160.434        160.434        
115262         Arrival        14             2         160.81         160.81         
115241         Departure      172            1         159.467        0              
115254         Departure      163            3         161.076        0              
115262         Departure      169            2         161.074        0              
115306         Quantum_done   3              0         160.852        70.8523        
115336         Quantum_done   7              1         161.084        71.0842        
115349         Quantum_done   4              3         159.088        69.0883        
115381         Arrival        27             0         160.104        160.104        
115357         Quantum_done   1              2         160.301        70.301         
115381         Departure      160            0         159.614        0              
115412         Arrival        17             1         159.567        159.567        
115426         Arrival        28             3         160.348        160.348        
115432         Arrival        29             2         158.469        158.469        
115412         Departure      164            1         161.359        0              
115426         Departure      153            3         162.011        0              
115432         Departure      154            2         160.08         0              
115476         Quantum_done   11             0         162.061        72.0613        
115507         Quantum_done   10             1         160.544        70.5441        
115521         Quantum_done   2              3         158.513        68.5135        
115550         Arrival        23             0         159.312        159.312        
115527         Quantum_done   5              2         159.558        69.5582        
115550         Departure      173            0         158.842        0              
115583         Arrival        35             1         158.521        158.521        
115596         Arrival        34             3         158.623        158.623        
115603         Arrival        22             2         159.547        159.547        
115583         Departure      167            1         161.099        0              
115596         Departure      151            3         159.415        0              
115603         Departure      165            2         160.636        0              
115645         Quantum_done   13             0         160.842        70.8424        
115678         Quantum_done   9              1         159.859        69.8585        
115691         Quantum_done   8              3         162.293        72.2929        
115720         Arrival        21             0         159.645        159.645        
115698         Quantum_done   6              2         159.26         69.2604        
115720         Departure      156            0         160.731        0              
115773         Arrival        39             1         159.511        159.511        
115768         Arrival        24             3         160.274        160.274        
115772         Arrival        38             2         160.942        160.942        
115768         Departure      155            3         161.956        0              
115863         Arrival        26             3         160.131        160.131        
115772         Departure      171            2         159.076        0              
115773         Quantum_done   19             1         161.21         71.2095        
115867         Arrival        36             2         158.579        158.579        
115815         Quantum_done   16             0         159.454        69.4541        
115848         Departure      159            1         160.265        0              
115863         Quantum_done   12             3         160.528        70.5282        
115867         Quantum_done   18             2         160.001        70.0009        
115890         Departure      166            0         160.035        0              
115985         Arrival        25             0         160.13         160.13         
115924         Arrival        33             1         160.496        160.496        
115924         Departure      170            1         161.042        0              
115935         Departure      176            3         157.587        0              
115941         Departure      174            2         158.633        0              
115985         Arrival        32             0         159.388        159.388        
116019         Arrival        41             1         160.648        160.648        
116030         Arrival        43             3         158.648        158.648        
116036         Arrival        30             2         160.062        160.062        
115985         Quantum_done   31             0         160.903        70.9034        
116019         Quantum_done   20             1         158.948        68.9479        
116030         Quantum_done   15             3         160.434        70.4337        
116036         Quantum_done   14             2         160.81         70.8096        
116061         Departure      3              0         160.852        0              
116095         Departure      7              1         161.084        0              
116104         Departure      4              3         159.088        0              
116111         Departure      1              2         160.301        0              
116156         Arrival        47             0         158.765        158.765        
116190         Arrival        37             1         157.767        157.767        
116199         Arrival        45             3         159.59         159.59         
116206         Arrival        40             2         159.746        159.746        
116156         Quantum_done   27             0         160.104        70.1036        
116190         Quantum_done   17             1         159.567        69.5673        
116199         Quantum_done   28             3         160.348        70.3476        
116206         Quantum_done   29             2         158.469        68.4686        
116233         Departure      11             0         162.061        0              
116266         Departure      10             1         160.544        0              
116273         Departure      2              3         158.513        0              
116281         Departure      5              2         159.558        0              
116328         Arrival        44             0         160.976        160.976        
116361         Arrival        49             1         161.576        161.576        
116368         Arrival        42             3         158.996        158.996        
116376         Arrival        51             2         158.023        158.023        
116328         Quantum_done   23             0         159.312        69.3116        
116361         Quantum_done   35             1         158.521        68.5205        
116368         Quantum_done   34             3         158.623        68.6232        
116376         Quantum_done   22             2         159.547        69.5473        
116404         Departure      13             0         160.842        0              
116436         Departure      9              1         159.859        0              
116445         Departure      8              3         162.293        0              
116450         Departure      6              2         159.26         0              
116499         Arrival        48             0         161.935        161.935        
116531         Arrival        46             1         160.42         160.42         
116540         Arrival        55             3         159.418        159.418        
116545         Arrival        53             2         160.673        160.673        
116499         Quantum_done   21             0         159.645        69.6453        
116531         Quantum_done   39             1         159.511        69.5107        
116540         Quantum_done   24             3         160.274        70.2742        
116545         Quantum_done   38             2         160.942        70.9419        
116574         Departure      16             0         159.454        0              
116607         Departure      19             1         161.21         0              
116635         Quantum_done   26             3         160.131        70.1314        
116640         Quantum_done   36             2         158.579        68.579         
116669         Arrival        59             0         159.646        159.646        
116702         Arrival        57             1         161.167        161.167        
116711         Arrival        50             3         160.395        160.395        
116669         Quantum_done   25             0         160.13         70.13          
116702         Quantum_done   33             1         160.496        70.4963        
116711         Departure      12             3         160.528        0              
116715         Departure      18             2         160.001        0              
116810         Arrival        52             2         159.217        159.217        
116764         Quantum_done   32             0         159.388        69.3878        
116797         Quantum_done   41             1         160.648        70.648         
116806         Quantum_done   43             3         158.648        68.6475        
116810         Quantum_done   30             2         160.062        70.0622        
116840         Departure      31             0         160.903        0              
116871         Departure      20             1         158.948        0              
116881         Departure      15             3         160.434        0              
116886         Departure      14             2         160.81         0              
116935         Arrival        63             0         160.166        160.166        
116966         Arrival        61             1         158.896        158.896        
116976         Arrival        54             3         160.435        160.435        
116981         Arrival        56             2         159.179        159.179        
116935         Quantum_done   47             0         158.765        68.7654        
116966         Quantum_done   37             1         157.767        67.7667        
116976         Quantum_done   45             3         159.59         69.5904        
116981         Quantum_done   40             2         159.746        69.7456        
117010         Departure      27             0         160.104        0              
117041         Departure      17             1         159.567        0              
117052         Departure      28             3         160.348        0              
117054         Departure      29             2         158.469        0              
117105         Arrival        58             0         160.529        160.529        
117136         Arrival        67             1         160.041        160.041        
117147         Arrival        60             3         158.346        158.346        
117105         Quantum_done   44             0         160.976        70.976         
117149         Arrival        65             2         158.648        158.648        
117136         Quantum_done   49             1         161.576        71.5764        
117147         Quantum_done   42             3         158.996        68.9958        
117149         Quantum_done   51             2         158.023        68.0234        
117179         Departure      23             0         159.312        0              
117209         Departure      35             1         158.521        0              
117220         Departure      34             3         158.623        0              
117224         Departure      22             2         159.547        0              
117274         Arrival        64             0         160.465        160.465        
117304         Arrival        69             1         160.162        160.162        
117315         Arrival        66             3         159.468        159.468        
117274         Quantum_done   48             0         161.935        71.9352        
117319         Arrival        68             2         159.495        159.495        
117304         Quantum_done   46             1         160.42         70.4202        
117315         Quantum_done   55             3         159.418        69.4182        
117319         Quantum_done   53             2         160.673        70.6725        
117349         Departure      21             0         159.645        0              
117379         Departure      39             1         159.511        0              
117390         Departure      24             3         160.274        0              
117395         Departure      38             2         160.942        0              
117444         Arrival        62             0         161.006        161.006        
117474         Arrival        70             1         160.766        160.766        
117466         Arrival        72             3         158.609        158.609        
117444         Quantum_done   59             0         159.646        69.6455        
117468         Arrival        71             2         159.825        159.825        
117466         Departure      26             3         160.131        0              
117468         Departure      36             2         158.579        0              
117474         Quantum_done   57             1         161.167        71.1668        
117549         Arrival        75             1         159.242        159.242        
117561         Arrival        73             3         159.697        159.697        
117519         Departure      25             0         160.13         0              
117563         Arrival        76             2         160.072        160.072        
117549         Departure      33             1         160.496        0              
117561         Quantum_done   50             3         160.395        70.3952        
117563         Quantum_done   52             2         159.217        69.2173        
117593         Departure      32             0         159.388        0              
117688         Arrival        74             0         161.446        161.446        
117625         Departure      41             1         160.648        0              
117634         Departure      43             3         158.648        0              
117638         Departure      30             2         160.062        0              
117688         Arrival        77             0         160.482        160.482        
117720         Arrival        78             1         159.531        159.531        
117688         Quantum_done   63             0         160.166        70.1656        
117729         Arrival        80             3         160.689        160.689        
117733         Arrival        79             2         158.616        158.616        
117720         Quantum_done   61             1         158.896        68.8964        
117729         Quantum_done   54             3         160.435        70.4354        
117733         Quantum_done   56             2         159.179        69.1789        
117762         Departure      47             0         158.765        0              
117792         Departure      37             1         157.767        0              
117804         Departure      45             3         159.59         0              
117808         Departure      40             2         159.746        0              
117857         Arrival        82             0         159.912        159.912        
117887         Arrival        83             1         159.813        159.813        
117899         Arrival        81             3         160.24         160.24         
117857         Quantum_done   58             0         160.529        70.529         
117903         Arrival        84             2         160.165        160.165        
117887         Quantum_done   67             1         160.041        70.041         
117899         Quantum_done   60             3         158.346        68.3458        
117903         Quantum_done   65             2         158.648        68.6477        
117933         Departure      44             0         160.976        0              
117964         Departure      49             1         161.576        0              
117973         Departure      42             3         158.996        0              
117976         Departure      51             2         158.023        0              
118028         Arrival        85             0         160.662        160.662        
118059         Arrival        86             1         160.558        160.558        
118068         Arrival        87             3         159.71         159.71         
118071         Arrival        88             2         158.775        158.775        
118028         Quantum_done   64             0         160.465        70.4645        
118059         Quantum_done   69             1         160.162        70.1619        
118068         Quantum_done   66             3         159.468        69.4683        
118071         Quantum_done   68             2         159.495        69.4946        
118105         Departure      48             0         161.935        0              
118134         Departure      46             1         160.42         0              
118142         Departure      55             3         159.418        0              
118147         Departure      53             2         160.673        0              
118200         Arrival        92             0         159.799        159.799        
118229         Arrival        91             1         161.424        161.424        
118237         Arrival        90             3         159.96         159.96         
118242         Arrival        89             2         160.371        160.371        
118200         Quantum_done   62             0         161.006        71.0058        
118229         Quantum_done   70             1         160.766        70.7661        
118237         Quantum_done   72             3         158.609        68.6091        
118242         Quantum_done   71             2         159.825        69.8254        
118274         Departure      59             0         159.646        0              
118306         Departure      57             1         161.167        0              
118369         Arrival        94             0         159.052        159.052        
118332         Quantum_done   73             3         159.697        69.6966        
118337         Quantum_done   76             2         160.072        70.0725        
118408         Arrival        95             3         158.792        158.792        
118369         Quantum_done   74             0         161.446        71.446         
118401         Quantum_done   75             1         159.242        69.2415        
118408         Departure      50             3         160.395        0              
118411         Departure      52             2         159.217        0              
118506         Arrival        93             2         159.683        159.683        
118496         Arrival        96             1         160.115        160.115        
118464         Quantum_done   77             0         160.482        70.4824        
118496         Quantum_done   78             1         159.531        69.5315        
118503         Quantum_done   80             3         160.689        70.6886        
118506         Quantum_done   79             2         158.616        68.6159        
118540         Departure      63             0         160.166        0              
118570         Departure      61             1         158.896        0              
118578         Departure      54             3         160.435        0              
118580         Departure      56             2         159.179        0              
118635         Arrival        97             0         159.787        159.787        
118665         Arrival        100            1         158.094        158.094        
118673         Arrival        99             3         159.175        159.175        
118675         Arrival        98             2         159.545        159.545        
118635         Quantum_done   82             0         159.912        69.9115        
118665         Quantum_done   83             1         159.813        69.8129        
118673         Quantum_done   81             3         160.24         70.2404        
118675         Quantum_done   84             2         160.165        70.1648        
118710         Departure      58             0         160.529        0              
118740         Departure      67             1         160.041        0              
118746         Departure      60             3         158.346        0              
118749         Departure      65             2         158.648        0              
118805         Arrival        101            0         159.378        159.378        
118835         Arrival        102            1         159.225        159.225        
118841         Arrival        104            3         159.292        159.292        
118844         Arrival        108            2         160.784        160.784        
118805         Quantum_done   85             0         160.662        70.6619        
